|Nom entreprise|Adresse|Ville|Telephone
3803|Francisco Rodriguez Madridejos|Iglesia, 7|Villarrubia de los Ojos, Ciudad Real (España)|926.896.272
3804|Jesus Maria Lombarte Del Valle|Rosa, 8|Ciudad Real, Ciudad Real (España)|926.230.228
3805|Segama S.a.|Real, 56|Malagón, Ciudad Real (España)|926.800.387
3806|Veterinaria Y Agropecuaria Dehesa Los Llanos S.l.|Paloma, 19|Fontanarejo, Ciudad Real (España)|926.771.274
3807|Centro Veterinario San Anton|Francisco García Pavón, 61|Tomelloso, Ciudad Real (España)|926.505.759
3808|Sanidad Y Gestion S.l.|Mónaco, 16|Ciudad Real, Ciudad Real (España)|926.253.624
3809|S.t.v. Mora S.l.|José Ortega y Gasset, 35|Agudo, Ciudad Real (España)|926.730.403
3810|Margarita Palomino Galan|Juan Carlos I, 9|Alcázar de San Juan, Ciudad Real (España)|679.423.523
3811|Cristina Esperanza Serrano Martinez|Av. Libertad, 90|Almadén, Ciudad Real (España)|926.713.477
3812|Juan Antonio Placeres Hurtado|Arenal, 6|Abenojar, Ciudad Real (España)|926.835.046
3813|Clinica Veterinaria Virgen De La Sierra|Emilio Nieto, 30 Local|Villarrubia de los Ojos, Ciudad Real (España)|926.899.357
3814|Movil Can|Barcelona, 4|Ciudad Real, Ciudad Real (España)|617.790.324
3815|Virgen De La Sierra Ii|Calvario, 14|Ciudad Real, Ciudad Real (España)|926.230.994
3816|Fauna|Arenas, 2|Daimiel, Ciudad Real (España)|926.855.518
3817|Esteban Arias Lopez|Ancha, 29|Puertollano, Ciudad Real (España)|926.412.525
3818|Salud|Av. Ramón y Cajal, 35|Almadén, Ciudad Real (España)|926.712.889
3819|Clinica Veterinaria Manzanares|Candelaria, 22|Manzanares, Ciudad Real (España)|926.621.135
3820|Licinio Jose Moreno Mozos|Av. Vereda, 131|Bolaños de Calatrava, Ciudad Real (España)|926.872.946
3821|Consulta Veterinaria Desintor|Curados, 6|Lucena, Córdoba (España)|957.513.369
3822|Fauna|Av. Barcelona, 22|Córdoba, Córdoba (España)|957.250.715
3823|Manuel Jesus Jimenez Torres|Barberá, 10|Palma del Río, Córdoba (España)|957.643.218
3824|Jose Enrique Gomez Lopez|Poetisa Rosalía de Castro, 5|Córdoba, Córdoba (España)|957.280.442
3825|Francisco Javier Fernandez Ruiz|Manuel Ayllón, 13|Villanueva de Córdoba, Córdoba (España)|957.123.193
3826|Alfonso Del Castillo Caracuel|Renata Tebaldi, 16 (Urb. Paraíso Arenal)|Córdoba, Córdoba (España)|957.345.188
3827|Clinica Veterinaria Deros|Escuelas, 12|Montilla, Córdoba (España)|957.653.702
3828|Clinica Veterinaria Fuente Del Rey|Luis Braille, 1|Priego de Córdoba, Córdoba (España)|957.701.335
3829|Todo Animal|Pje. Marino Oquendo, 12|Córdoba, Córdoba (España)|957.464.229
3830|Luis Mohedano Paredes|Rda. Muñoces, 26|Pozoblanco, Córdoba (España)|957.772.709
3831|Fauna|Pl. José Solís, 29|Cabra, Córdoba (España)|957.520.264
3832|Emilio Cabrera Palomo|Muñoz de Sepúlveda, 20|Pozoblanco, Córdoba (España)|957.772.050
3833|Francisco Molero Gonzalez|El Peso, 68|Lucena, Córdoba (España)|957.503.428
3834|Consultorio Veterinario Baena|Rafael Onieva, 19|Baena, Córdoba (España)|957.672.010
3835|German Eugenio Piñango Rivas|Camino La Colada-Pozo del Monte, 110|La Carlota, Córdoba (España)|957.331.640
3836|Servicios Veterinarios Ferva S.l.|Cerro, 104|Dos Torres, Córdoba (España)|957.134.351
3837|Fray Albino|Av. Fray Albino, 19|Córdoba, Córdoba (España)|957.290.599
3838|Tucan|Salvador Muñoz, 10|Baena, Córdoba (España)|957.690.419
3839|Centro Veterinario Parque Sierra|Av. Arroyo del Moro, 14|Córdoba, Córdoba (España)|957.464.616
3840|Clinica Veterinaria Rute|Alfonso de Castro, 56|Rute, Córdoba (España)|957.538.417
3841|Viznar|Córdoba, 38|Iznájar, Córdoba (España)|957.534.534
3842|Juan Francisco Moreno Gutierrez|Oculista Algafequi S/N|Villanueva de Córdoba, Córdoba (España)|957.122.125
3843|Proteccion Sanitaria|Las Escuelas, 62|La Carlota, Córdoba (España)|957.301.761
3844|Elvira Alcantara Garcia|Infantas, 43|La Victoria, Córdoba (España)|957.308.331
3845|Clinica Veterinaria Jesus Rescatado|Av. Jesús Rescatado, 30|Córdoba, Córdoba (España)|957.440.294
3846|Luisa Romero Otazua|Pl. Escudo, 1|Córdoba, Córdoba (España)|957.496.887
3847|Vega Leal Pla S.c.|Tomás de Aquino, 1|Córdoba, Córdoba (España)|957.235.386
3848|Centro Veterinario San Bernardo|Pl. Chirinos, 6|Córdoba, Córdoba (España)|957.485.907
3849|Centro Veterinario Perales|Av. la Estación, 40|Puente Genil, Córdoba (España)|957.600.234
3850|Clinica Veterinaria Puppy|Cochera, 61|Moriles, Córdoba (España)|957.537.162
3851|Reina|Pintor Palomino, 1|Córdoba, Córdoba (España)|957.082.151
3852|Andres Jimenez Peña|La Libertad, 10|Adamuz, Córdoba (España)|957.167.244
3853|Virgen De Gracia|Virgen de Gracia S/N|Montoro, Córdoba (España)|957.160.257
3854|Alcala Rodriguez, D.t.|Córdoba, 55|Pozoblanco, Córdoba (España)|957.771.563
3855|Francisco Gracia Ribera|Av. Dr. Fleming, 8|Córdoba, Córdoba (España)|957.291.303
3856|Juan Jose Zavala De La Fuente|Úrsula Muñoz, 2|Pozoblanco, Córdoba (España)|957.771.162
3857|Los Pinos|Miguel Romero, 3|Puente Genil, Córdoba (España)|957.602.442
3858|Antonio Gomez Torres|Mesones, 56|Baena, Córdoba (España)|957.691.780
3859|Arenal Xxi|Pje. Fraternidad, 8|Córdoba, Córdoba (España)|957.750.835
3860|Uvemobil - Veterinarios A Domicilio|Dr. José Altolaguirre, 7|Córdoba, Córdoba (España)|957.299.617
3861|Clinica Veterinaria Av. Los Molinos|Av. los Molinos, 1|Córdoba, Córdoba (España)|957.490.181
3862|Clinica Veterinaria Trassierra|Córdoba, 19|Córdoba, Córdoba (España)|957.730.297
3863|Conavet S.l.|Arco, 22|San Clemente, Cuenca (España)|969.300.443, 969.307.048
3864|Maria Del Mar Puerta Gracia|Cava, 21|Priego, Cuenca (España)|969.312.063
3865|Servicios Veterinarios De Salud Publica|Santísima Trinidad 1|Tragacete, Cuenca (España)|969.289.063
3866|Jose Manuel Serrano Garcia|Joaquín Poveda, 2|Belmonte, Cuenca (España)|967.170.910
3867|Jose Antonio Mondejar Donate|Francisco Ruiz Jarabo S/N|El Peral, Cuenca (España)|969.339.403
3868|Servicios Veterinarios De La Serrania S.l.u.|Av. San Julián, 40|Cuenca, Cuenca (España)|969.237.572
3869|Clara Martin Alonso|Morera, 10|Cuenca, Cuenca (España)|969.121.024
3870|Sanles Veterinario S.l.|Pérez Galdós, 26|Cuenca, Cuenca (España)|969.238.851
3871|Clínica Veterinaria Palamós S.l.|Passeig del Mar, 10 Baix|Palamós, Girona (España)|972.316.454
3872|Clínica Veterinària Rosa Macià Termes|Sènia del Barral, 36|Lloret de Mar, Girona (España)|972.368.007
3873|Clínica Veterinària Pou|Pl. Sardana, 8|Castell d'Aro, Girona (España)|607.836.482
3874|Veterinari Martí Pallisera|Nou de Sant Joan, 9|Peralada, Girona (España)|972.538.013
3875|Clínica Veterinària Sant Narcís|Pare Coll, 4|Girona, Girona (España)|972.240.603
3876|Enrique Diez Rodriguez Y Feliz|Pg. Sant Salvador, 8|Santa Coloma de Farners, Girona (España)|972.840.214
3877|Eulalia Latorre Tafanell|Major, 4|Anglès, Girona (España)|972.422.109
3878|Joaquin Xifra Triadu|Mas Sorracans S/N|Sant Privat d'en Bas, Girona (España)|972.693.575
3879|Santiago Massaguer De Planell|Major, 25|Santa Coloma de Farners, Girona (España)|972.840.186
3880|Antonio Llopart Selva|Nou, 58|Caldes de Malavella, Girona (España)|972.472.324
3881|Centro Veterinario L'arca|Sant Pere, 8|Sant Feliu de Guíxols, Girona (España)|972.822.025
3882|Clinica Veterinaria Dr. Gomis|Arquitecte Gaudí, 16|Roses, Girona (España)|972.256.996
3883|Veterinarios Juan Palomer|Hondures, 15|Olot, Girona (España)|972.267.475
3884|Sant Gregori|Av. Girona, 61|Sant Gregori, Girona (España)|972.428.476
3885|Gat Gos|Pompeu Fabra, 8-10|Campdevànol, Girona (España)|972.730.981
3886|Serveis Veterinaris De La Cerdanya|Av. Segre, 42|Puigcerdà, Girona (España)|972.880.245
3887|Pantaleon Llunell Yuste|Empúries, 36|Torroella de Montgrí, Girona (España)|972.759.305
3888|Clinica Veterinaria Blanes|Girona, 3|Blanes, Girona (España)|972.351.134
3889|Jacint Ramio Butinya|Mossèn Baldiri Reixach, 61|Banyoles, Girona (España)|972.573.713
3890|Girona Veterinaria S.l.|Av. Girona, 74|L'Escala, Girona (España)|972.772.437
3891|Grup Veterinari Angles|Sant Miquel, 28|Anglès, Girona (España)|972.423.444
3892|Multifauna|Trv. Creu, 31|Girona, Girona (España)|972.202.352
3893|Pantaleon Llunell Yuste|Jaume II, 12|La Bisbal d'Empordà, Girona (España)|972.640.873
3894|Salomo Prat S.l.|Lladó, 11|Cistella, Girona (España)|972.546.092
3895|Creu De La Ma Veterinaris S.c.|Mar, 16|Sant pere pescador, Girona (España)|972.520.791
3896|Eixample|Narcís Soler, 4|Figueres, Girona (España)|972.675.309
3897|Centrocan Las Salinas S.l.|Pla de Salt, 12|Salt, Girona (España)|972.425.361
3898|Veterinarios Cinos|Rbla. Joaquim Ruyra, 75|Blanes, Girona (España)|972.354.843
3899|Bestioles|Ctra. Palamós, 58|Bordils, Girona (España)|972.490.151
3900|Suministres I Serveis Veterinaris Girona S.l.|Berenguer Mallol (urb. Grec II), 11|Roses, Girona (España)|972.150.605
3901|Clinica Veterinaria Gatigos|Neu, 21|Darnius, Girona (España)|972.535.717
3902|Centre Veterinari La Draga|Pg. Generalitat, 15|Banyoles, Girona (España)|972.583.288
3903|Jean Elaude Casteuble|Ctra. N-II, 58|La Jonquera, Girona (España)|972.554.527
3904|Clinican Quart Scp|Ctra. Girona-Sant Feliú, 71|Quart, Girona (España)|972.469.886
3905|Espaivet Centre Veterinari|Marquès de Caldes de Montbui, 99|Girona, Girona (España)|972.203.936
3906|Best In Show|Rbla. Generalitat, 39|Sant Feliu de Guíxols, Girona (España)|972.821.888
3907|Cevecam Centro Veterinario|Av. Andalucía, 50|Cúllar Vega, Granada (España)|958.581.900
3908|Gabinete Veterinario|Ingeniero Sánchez del Corral, 3|Huétor Tájar, Granada (España)|958.332.166
3909|Clinica Veterinaria Miguel Cabello|Paseo Colón, 47|Albolote, Granada (España)|958.468.297
3910|Clínica Veterinaria Al Sur|María Luisa de Dios, 7|Granada, Granada (España)|958.271.978
3911|Clínica Veterinaria Al Sur|Granada S/N|Ogíjares, Granada (España)|958.507.253
3912|Clínica Veterinaria Al Sur|Av. Madrid, 70|Granada, Granada (España)|958.162.527
3913|Centro Veterinario La Vega|Cuba, 2|Atarfe, Granada (España)|958.434.072
3914|Consulta Veterinaria Jose Maria Pelaez|Granada, 21|Loja, Granada (España)|958.321.951
3915|Francisco Jose Caballero Herrera|Puerta de Lorca, 10|Baza, Granada (España)|958.860.100
3916|Santa Fe|Mulhacén, 6|Atarfe, Granada (España)|958.439.959
3917|Clinica Veterinaria Las Gabias|Progreso, 51|Las Gabias, Granada (España)|958.584.930
3918|Clinica Veterinaria Galileo|Cno. Ronda, 46|Granada, Granada (España)|958.522.939
3919|San Miguel|San Miguel, 11|Armilla, Granada (España)|958.572.933
3920|Clinica Veterinaria La Zubia|Baltasar Gracián S/N|La Zubia, Granada (España)|958.592.364
3921|Ali Clinica Veterinaria|Calle Real S/N|Órgiva, Granada (España)|958.785.555
3922|Ali Jaovad|Av. Andalucía, 97|Padul, Granada (España)|958.773.103
3923|Valle Del Lecrin|Regina, 1|Dúrcal, Granada (España)|617.495.132
3924|Clinica Veterinaria Natura|Real, 146|Padul, Granada (España)|958.790.760
3925|Jessica Morales Romero|Al-Andalus, 7|Salobreña, Granada (España)|958.828.875
3926|La Huella|Poeta Gracián S/N|Granada, Granada (España)|618.300.777
3927|Genil Productos Zoosanitarios|Muralla, 6|Motril, Granada (España)|958.605.072
3928|Angeles Martin Lopez|Islas Bahamas, 59|Motril, Granada (España)|627.217.676
3929|Juan Francisco Wals Ortiz|Periodista R. Gago Palomo, 3|Granada, Granada (España)|958.173.045
3930|Centro Veterinario Al Sur|Av. Juan Pablo II, 70|Granada, Granada (España)|958.162.527
3931|Zeus|Dr. Creus, 2|Granada, Granada (España)|958.131.142
3932|Clinica Veterinaria Cobeña|Constitución, 3|Guadalajara, Guadalajara (España)|949.230.368
3933|Centro Veterinario Siguenza|Alfonso VI, 6|Sigüenza, Guadalajara (España)|949.393.214
3934|Clinica Veterinaria Jj Centenera|Hermanos Fernández Galiano, 5|Guadalajara, Guadalajara (España)|949.214.719
3935|Maria Solange Consultorio Veterinario|Navas, 14|El Casar, Guadalajara (España)|949.334.335
3936|Clinica Veterinaria Cifuentes|Empedrada, 4|Cifuentes, Guadalajara (España)|949.810.540
3937|Centro Veterinario Horche|Cno. Eras Bajas, 5|Horche, Guadalajara (España)|606.371.877
3938|Servicios Integrales Veterinarios, SL|Bulevar Entrepeñas, 6|Guadalajara, Guadalajara (España)|949.880.224
3939|Samoyedo|Trav. Alcalá, 2|Azuqueca de Henares, Guadalajara (España)|949.260.286
3940|Centro Veterinario Ego - Gain|Paseo San Andrés, 2 a-c|Eibar, Guipúzcoa (España)|943.202.153
3941|Clínica Veterinaria Orkolaga|Orkolaga, 8|Hernani, Guipúzcoa (España)|943.330.467
3942|Clinica Veterinaria|Gral. Bergareche, 2|Irun, Guipúzcoa (España)|943.621.765
3943|Clinica Veterinaria Andoni Guisasola|Barrena Kalea, 16|Eibar, Guipúzcoa (España)|943.121.986
3944|Veterinario|Jardiñeta Kalea, 12|Eibar, Guipúzcoa (España)|943.202.598
3945|Clinica Veterinaria De Viasain|Oria Pasealekua, 12|Beasain, Guipúzcoa (España)|943.889.198
3946|Zarugalde|Zarugalde Kalea, 25|Mondragón, Guipúzcoa (España)|943.791.531
3947|Ibaiondo|Araba Etorbidea Pasealekua, 1|Tolosa, Guipúzcoa (España)|943.652.853
3948|Clinica Olazabal|Gracia Olazabal, 4|San Sebastián, Guipúzcoa (España)|943.472.248
3949|Marqui Clinica Veterinaria|Av. Tolosa / Tolosa Hiribidea, 85|San Sebastián, Guipúzcoa (España)|943.215.022
3950|Clinica Veterinaria Bidebieta|P.º Serapio Múgika / Serapio Mujika Pasealekua, 20|San Sebastián, Guipúzcoa (España)|943.390.729
3951|Aloña|San Lorentzo Auzoa, 2|Oñati, Guipúzcoa (España)|943.716.459
3952|Clinica Veterinaria Aratz|Zurradero, 6|Bergara, Guipúzcoa (España)|943.767.067
3953|Marcos Mozos Mujika|Bideberrieta, 9|Alegia, Guipúzcoa (España)|943.655.116
3954|Clinica Veterinaria Txingudi|Beleztarren Markes Kalea, 2|Hondarribia, Guipúzcoa (España)|943.647.203
3955|Clinica Veterinaria Abere|Pl. Alkiza, 1|San Sebastián, Guipúzcoa (España)|943.313.968
3956|Fabiola Herrera Elu|Zubelzu, 4|Irun, Guipúzcoa (España)|943.619.540
3957|Eduardo Martinez-Pinna Vallejo|Av. Añorga / Añorga Hiribidea, 103|San Sebastián, Guipúzcoa (España)|943.366.043
3958|C.v. Atocha|Maria Dolores Aguirre Kalea, 20|San Sebastián, Guipúzcoa (España)|629.652.034
3959|El Jardin - Consultorio Veterinario|Av. Ategorrieta / Ategorrieta Hiribidea, 47|San Sebastián, Guipúzcoa (España)|943.274.903
3960|Clínica Veterinaria Nerva|San Bartolomé, 16|Nerva, Huelva (España)|959.582.824
3961|Vethome S.L.|Hinojales, 1|Huelva, Huelva (España)|959.154.448
3962|Clínica Veterinaria Antunez|Isaac Peral, 6|Huelva, Huelva (España)|959.250.433
3963|Clínica Veterinaria Antunez|Urb. Santa María del Pilar, 90|Huelva, Huelva (España)|607.566.998
3964|Clínica Veterinaria Antunez|Odón Betanzos, 1|Aljaraque, Huelva (España)|959.521.541
3965|Angel Diaz De La Serna Charlo|Bellavista, 21|Almonte, Huelva (España)|959.406.340
3966|Clemente Sevillano Toscano|Alonso Barba, 7|Huelva, Huelva (España)|959.248.356
3967|Clínica Veterinaria El Acuario S.C.|Pintor José Martín Esteve, 6|San silvestre de guzman, Huelva (España)|959.342.922
3968|Juan Rafael Perez Vera-Hernandez|Sanlúcar, 6|Almonte, Huelva (España)|666.536.090
3969|San Sebastian|Av. Federico Mayo, 1|Huelva, Huelva (España)|959.250.749
3970|Vetesan|Poeta Daniel Florido, 2|Santa Olalla del Cala, Huelva (España)|959.190.400
3971|Mezoli|Calle de Talero, 31|Cortegana, Huelva (España)|959.131.233
3972|Clinica Veterinaria Isla Magica|Extremadura, 42|Isla Cristina, Huelva (España)|959.330.872
3973|Helena Corrons Marquez|Puerto, 33|Huelva, Huelva (España)|609.407.194
3974|Clinica Veterinaria Ayamonte|Rodrigo de Xerez, 2|Ayamonte, Huelva (España)|959.470.847
3975|Clinica Veterinaria Fidel Astudillo|Diego de Almagro Bloque 3|Huelva, Huelva (España)|959.250.644
3976|Consulta Veterinaria Cesar Seisdedos|Real, 43|Aljaraque, Huelva (España)|959.318.430
3977|Margarita Carro Valdes-Hevia|Pintor Sorolla, 9|Ayamonte, Huelva (España)|959.321.986
3978|Centro Veterinario Fuentepiña|Camarada López Luque, 13|Huelva, Huelva (España)|696.259.692
3979|Clínica Veterinaria Los Barcos|Flamenco, 4 - Edif. Bergantín, loc. 1|Lepe, Huelva (España)|959.480.072
3980|Dorosevet SL|Calle de Padre José Antonio Rodríguez Bejarano, 115|Almonte, Huelva (España)|959.451.574
3981|Dorosevet Sociedad Cooperativa Andaluz Sl|Ballestares, 32|Almonte, Huelva (España)|959.450.627
3982|Carlos Valdenebro Martin|Urb. Playas del Sur, 147|Punta Umbría, Huelva (España)|959.528.193
3983|Clínica Veterinaria Fuentepiña|Fuentepiña, 38|Moguer, Huelva (España)|959.377.322
3984|Julio Cesar Boscolo|Estanes, 5|Anso, Huesca (España)|974.370.219
3985|Esla|Av. Juan XXIII, 7|Huesca, Huesca (España)|974.213.392
3986|Francisco Almazan Gil|Pje. Castilla y León, 4|Huesca, Huesca (España)|974.220.078
3987|Clinica Veterinaria Nafria|San Francisco, 16|Monzón, Huesca (España)|974.400.645
3988|Zoo|Obispo Pintado, 6|Huesca, Huesca (España)|974.243.083
3989|Clínica Veterinaria Albeitar III|Av. Huesca, 19|Sariñena, Huesca (España)|974.570.568
3990|Gabinete Tecnico Veterinario Albeitar III|Calle San Jorge, 7|Sariñena, Huesca (España)|974.570.526
3991|Centro Tecnico Veterinario|Cavia, 5|Huesca, Huesca (España)|974.213.586
3992|Antonio Bernabe Aznarez|El Aire, 9|Hecho, Huesca (España)|974.375.008
3993|Pirineos|Santiago, 3|Barbastro, Huesca (España)|974.315.531
3994|Luis Sangros Sahun|Serrablo, 99|Sabiñánigo, Huesca (España)|974.483.578
3995|Ribagorzana De Servicios Veterinarios|Salamero, 4|Graus, Huesca (España)|974.546.592
3996|Centro Veterinario Los Olivos Sc|Av. los Pirineos, 5|Huesca, Huesca (España)|974.709.531
3997|Clínica Veterinaria Bal De Tena|Ctra. Francia, 1|Sallent de gallego, Huesca (España)|974.487.021
3998|Carter - Live Service S.L.|Diseminados, km 6,5|Fraga, Huesca (España)|974.453.735
3999|Hnos. Mena Gerico S.L.|Calle Mayor, 5|Villanua, Huesca (España)|974.378.090
4000|Clinivet|Conde Torrepalma, 1|Alcalá la Real, Jaén (España)|953.580.367
4001|Clínica Veterinaria Caballero|Córdoba, 44 bajo|Jódar, Jaén (España)|953.787.614
4002|Juan Alfonso Muñoz Carmona|Álamos, 2|Villanueva del Arzobispo, Jaén (España)|953.452.232
4003|Isidoro Martin Perez|Sebastián Martínez, 4|Jaén, Jaén (España)|953.251.655
4004|Clinica Veterinaria Andujar|Cdra. San Bartolomé, 22|Andújar, Jaén (España)|953.511.543
4005|Veterinario Jose Palomino|Trav. Morís Marrodán, 1|Martos, Jaén (España)|953.554.893
4006|Clinica Veterinaria Jurado|Posteles, 12|Cazorla, Jaén (España)|953.720.493
4007|Java Veterinaria|Torre del Campo, 1|Jaén, Jaén (España)|953.274.400
4008|Francisco Lopez Jimenez|Real, 68|Santiago-Pontones, Jaén (España)|953.438.345
4009|Maria Del Carmen Garcia Moya|Pescadería, 3|Jaén, Jaén (España)|953.191.382
4010|Animalia|Cruz de Orea S/N|Cazorla, Jaén (España)|953.710.436
4011|Veterinaria La Torre|Cruces, 5|Torre del Campo, Jaén (España)|953.410.492
4012|Clinica Veterinaria Santiago Colomo|Av. Cardenal Cisneros, 38|Porcuna, Jaén (España)|953.546.279
4013|Clinica Veterinaria Inmaculada Ruiz|Sierra Morena, 2|Marmolejo, Jaén (España)|953.541.200
4014|Manuel Jesus Morejon De La Torre|Manuel Andújar, 18|Vilches, Jaén (España)|953.632.180
4015|Snoopy Mascota|Obispo Estúñiga, 3|Jaén, Jaén (España)|953.264.828
4016|Centro Veterinario Santo Domingo|Avenida Alfonso Peña, 31 bajo|Santo Domingo de la Calzada, La Rioja (España)|941.343.461
4017|Clínica Veterinaria Gran Vía|Lardero, 4|Logroño, La Rioja (España)|941.226.666
4018|Servican C.b.|Av. Calahorra, 2|Santo Domingo de la Calzada, La Rioja (España)|941.342.206
4019|Luis Saenz Saenz|San Francisco S/N|Torrecilla en cameros, La Rioja (España)|941.460.177
